_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
1782,"26TH ST & PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2017,12,6,Strip District,7,2,42003020300,6,2,2-25,40.45491239,-79.97844825
1783,"S 20TH ST & E CARSON ST PITTSBURGH, PA 15203",3,0,3,0,0,0,2017,12,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42859579,-79.97763926
1784,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,12,6,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1785,"2800 BLOCK CAREY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,12,6,,,,,,3,,,
1786,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,12,6,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1787,"400 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,0,1,0,0,2017,12,6,Northview Heights,1,26,42003260900,1,1,1-13,40.47983722,-80.00190476
1788,"2600 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,12,6,Middle Hill,6,5,42003051000,3,2,2-5,40.44650607,-79.96837962
1789,"100 BLOCK PUTNAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,12,6,,,,,,5,,,
1790,"100 BLOCK OAKLAND CT PITTSBURGH, PA 15213",1,0,1,0,0,0,2017,12,6,Central Oakland,3,4,42003040500,3,4,2-14,40.44220256,-79.95782625
1791,"10100 BLOCK FRANKSTOWN RD PITTSBURGH, PA 15235",1,0,1,0,0,0,2018,1,0,,,,,,5,,,
1792,"200 BLOCK MARSHALL AVE PITTSBURGH, PA 15214",2,0,1,0,1,0,2018,1,0,Perry North,1,26,42003260700,1,1,1-23,40.47507685,-80.01370868
1793,"FEDERAL EXTN & MERCY ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,1,0,,,,,,1,,,
1794,"6900 BLOCK FORWARD AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,1,0,Squirrel Hill South,5,14,42003141400,3,4,2-20,40.42631984,-79.90782209
1795,"1500 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,1,0,California-Kirkbride,6,25,42003250700,1,1,1-21,40.45687441,-80.01656851
1796,"600 BLOCK CHISLETT ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,1,1,East Liberty,9,11,42003111300,2,5,3-8,40.4699973,-79.92993691
1797,"2ND AVE & WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,1,1,Hazelwood,5,15,42003562300,3,4,2-13,40.40458426,-79.94256299
1798,"2000 BLOCK SARAH ST PITTSBURGH, PA 15203",4,0,1,1,1,1,2018,1,1,South Side Flats,3,17,42003170200,3,3,4-24,40.42754982,-79.97759969
1799,"2400 BLOCK CHARCOT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,1,1,Arlington,3,16,42003561600,3,3,4-8,40.41687693,-79.97292085
1800,"1500 BLOCK VALENTINE ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,1,1,Troy Hill,1,24,42003240600,1,1,1-2,40.46189076,-79.98496793
1801,"700 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,1,0,0,0,0,2018,1,1,Homewood South,9,13,42003130400,2,5,3-17,40.45369492,-79.88880386
1802,"2000 BLOCK DE RUAD ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,2,,,,,,4,,,
1803,"300 BLOCK W ELIZABETH ST PITTSBURGH, PA 15207",1,0,0,0,1,0,2018,1,2,Hazelwood,5,15,42003562900,3,4,2-13,40.40656849,-79.94721208
1804,"FLEURY WAY & HALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,1,2,Homewood South,9,13,42003130400,2,5,3-17,40.45375983,-79.88699056
1805,"1500 BLOCK MURIEL ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,1,2,South Side Flats,3,17,42003170200,3,3,4-24,40.43014649,-79.98334376
1806,"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2018,1,2,,,,,,5,,,
1807,"6300 BLOCK KALIDA DR PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,1,2,,,,,,5,,,
1808,"WEST LIBERTY AVE & BROOKSIDE AVE PITTSBURGH, PA 15226",2,0,2,0,0,0,2018,1,3,Beechview,4,19,42003191600,5,6,4-28,40.41043806,-80.01554076
1809,"1400 BLOCK TINSBURY ST PITTSBURGH, PA 15212",3,0,0,0,3,0,2018,1,3,Troy Hill,1,24,42003240600,1,1,1-2,40.46382326,-79.98258466
1810,"3100 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,0,0,0,1,2018,1,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47333758,-80.03143333
1811,"7700 BLOCK TIOGA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,1,3,Homewood South,9,13,42003130400,2,5,3-17,40.45124097,-79.89001787
1812,"500 BLOCK OAKWOOD ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,1,3,East Hills,9,13,42003561200,2,5,3-17,40.44908082,-79.8837452
1813,"3000 BLOCK STAFFORD ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,1,3,Sheraden,2,20,42003562500,5,6,1-16,40.45753528,-80.05121459
1814,"2000 BLOCK CENTRE AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2018,1,4,Crawford-Roberts,6,5,42003050100,3,2,2-1,40.44358891,-79.97998241
1815,"1700 BLOCK MAIN ST SHARPSBURGH, PA 15215",2,0,2,0,0,0,2018,1,4,,,,42003424000,,OSC,,40.49469096,-79.92277876
1816,"CHARTIERS AVE & CITADEL ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,1,4,Sheraden,2,20,42003202200,5,6,1-16,40.45430189,-80.05838385
1817,"100 BLOCK OAKWOOD RD PITTSBURGH, PA 15205",1,0,0,0,1,0,2018,1,4,,,,,,6,,,
1818,"1400 BLOCK HARRIS AVE PITTSBURGH, PA 15205",1,0,0,0,0,1,2018,1,4,Westwood,2,28,42003563100,5,6,1-18,40.43353031,-80.05453741
1819,"700 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,1,4,Glen Hazel,5,15,42003562300,3,4,2-13,40.40580508,-79.93345588
1820,"2200 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,5,Middle Hill,6,5,42003050100,3,2,2-1,40.44735456,-79.97786699
1821,"200 BLOCK BURROWS ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2018,1,5,Terrace Village,6,4,42003040200,3,2,2-10,40.43857208,-79.9680706
1822,"MANHATTAN ST & SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2018,1,5,Manchester,6,21,42003210700,1,1,1-8,40.45310314,-80.02602764
1823,"5100 BLOCK CHAPLAIN WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,1,5,,,,,,4,,,
1824,"300 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",1,0,0,1,0,0,2018,1,5,South Shore,2,19,42003980700,5,3,4-2,40.43498703,-80.00699072
1825,"BEDFORD AVE & ERIN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,5,Middle Hill,6,5,42003050100,3,2,2-1,40.44713059,-79.98093982
1826,"HAMILTON AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,1,6,Larimer,9,12,42003120800,2,5,3-10,40.4593461,-79.91444189
1827,"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,1,6,Homewood South,9,13,42003130400,2,5,3-17,40.45553444,-79.88809639
1828,"1500 BLOCK METHYL ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,1,6,Beechview,4,19,42003191600,5,6,4-28,40.41284639,-80.02594527
1829,"1700 BLOCK GOPHER ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,1,6,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4700263,-79.88883526
1830,"1500 BLOCK BOYLE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,1,6,Central Northside,6,25,42003220600,1,1,1-6,40.4584781,-80.00648314
1831,"MARSHALL RD & PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,1,6,Perry North,1,26,42003260700,1,1,1-23,40.47816981,-80.01206691
1832,"2000 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,6,Crawford-Roberts,6,5,42003050100,3,2,2-1,40.44358891,-79.97998241
1833,"1900 BLOCK S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,2,0,South Side Slopes,3,17,42003170600,3,3,4-24,40.4246466,-79.97949328
1834,"8600 BLOCK BRICELYN ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,2,0,East Hills,9,13,42003130600,2,5,3-17,40.45786477,-79.87435923
1835,"SHETLAND ST & LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,2,0,Larimer,9,12,42003120800,2,5,3-12,40.46160759,-79.90792594
1836,"FORBES AVE & BEELER ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2018,2,0,Squirrel Hill North,8,14,42003140100,3,4,2-26,40.4438897,-79.93879908
1837,"400 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,2,1,Beltzhoover,3,18,42003562400,5,3,4-21,40.42073909,-80.00007806
1838,"1400 BLOCK SANDUSKY STN PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,2,1,Central Northside,6,25,42003220600,1,1,1-6,40.4577152,-80.00512622
1839,"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,2,2,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.46535965,-79.99204185
1840,"300 BLOCK ELSDON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,2,2,Perry South,6,26,42003261400,1,1,1-12,40.46701594,-80.01342532
1841,"200 BLOCK CAPITAL AVE PITTSBURGH, PA 15226",2,0,1,0,0,1,2018,2,2,Brookline,4,19,42003191700,5,6,4-26,40.40336466,-80.01753016
1842,"2700 BLOCK SACRAMENTO AVE PITTSBURGH, PA 15204",1,0,0,1,0,0,2018,2,2,Sheraden,2,20,42003562500,5,6,1-16,40.4552848,-80.04767581
1843,"100 BLOCK CHARLES ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,2,2,Knoxville,3,30,42003300100,5,3,4-6,40.41664751,-79.98818255
1844,"CHICAGO ST & MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,2,2,Northview Heights,1,26,42003260900,1,1,1-13,40.47861722,-80.00085465
1845,"700 BLOCK N NEGLEY AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2018,2,2,East Liberty,9,11,42003111300,2,5,3-8,40.46981837,-79.92669603
1846,"7100 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,2,3,Homewood South,9,13,42003130300,2,5,3-17,40.45481337,-79.89936476
1847,"BUTLER ST & 44TH ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,3,Central Lawrenceville,7,9,42003090100,2,2,3-3,40.47146889,-79.95979829
1848,"5400 BLOCK HOWE ST PITTSBURGH, PA 15232",4,1,0,0,3,0,2018,2,3,Shadyside,8,7,42003070300,2,4,3-22,40.44976694,-79.93470362
1849,"700 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,2,3,Allentown,3,18,42003180300,5,3,4-21,40.42151898,-79.99548871
1850,"1500 BLOCK AMANDA ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,2,3,Carrick,4,29,42003290200,3,3,4-12,40.40088388,-79.98843661
1851,"1500 BLOCK WOODBINE ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,3,Stanton Heights,7,10,42003101800,2,5,3-7,40.48547359,-79.93608659
1852,"TIOGA ST & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,2,3,Homewood South,9,13,42003130400,2,5,3-17,40.45126164,-79.89004385
1853,"900 BLOCK BINGHAM ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2018,2,3,South Side Flats,3,17,42003170200,3,3,4-2,40.42922035,-79.98969003
1854,"500 BLOCK TERRACE DR MCKEES ROCKS, PA 15136",2,0,2,0,0,0,2018,2,3,,,,42003464400,,OSC,,40.46992423,-80.06402839
1855,"ERIN ST & WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,2,3,Middle Hill,6,5,42003050100,3,2,2-1,40.44488416,-79.97928413
1856,"400 BLOCK GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,2,4,Central Business District,6,1,42003020100,6,2,1-4,40.4383791,-79.99749861
1857,"2900 BLOCK SPRING ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,2,4,Arlington,3,16,42003561600,3,3,4-8,40.41556978,-79.96743398
1858,"2900 BLOCK SPRING ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2018,2,4,Arlington,3,16,42003561600,3,3,4-8,40.41556978,-79.96743398
1859,"6400 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,2,4,East Liberty,9,7,42003111500,2,5,3-13,40.45751349,-79.91743506
1860,"5100 BLOCK PENN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,2,4,Bloomfield,7,8,42003080900,2,5,3-6,40.4647828,-79.94273724
1861,"5500 BLOCK CELADINE ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,4,Upper Lawrenceville,7,10,42003101800,2,2,3-5,40.48080114,-79.94633034
1862,"300 BLOCK E AGNEW AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,2,4,Carrick,4,29,42003290200,3,3,4-12,40.39635357,-79.98236294
1863,"400 BLOCK ELORA WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2018,2,4,,,,,,5,,,
1864,"N BRADDOCK AVE & HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,2,5,Homewood South,9,13,42003130400,2,5,3-17,40.45317284,-79.89111183
1865,"4600 BLOCK HATFIELD ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,2,5,,,,,,2,,,
1866,"600 BLOCK N BEATTY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,2,5,East Liberty,9,11,42003111300,2,5,3-8,40.46742737,-79.92361186
1867,"2600 BLOCK STELLA ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,2,5,,,,,,3,,,
1868,"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,2,5,Hazelwood,5,15,42003562300,3,4,2-13,40.40476085,-79.94146561
1869,"N RICHLAND ST & ALSACE WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,2,5,Homewood South,9,13,42003130300,2,5,3-17,40.45304998,-79.89285212
1870,"7600 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,2,5,Homewood South,9,13,42003130400,2,5,3-17,40.45396984,-79.89066413
1871,"EAST ST & LAREDA ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,2,6,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4624265,-79.99889782
1872,"800 BLOCK SOUTHERN AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,2,6,Mount Washington,4,19,42003191500,5,3,4-27,40.41880544,-80.01361352
1873,"2000 BLOCK TUSTIN ST PITTSBURGH, PA 15219",1,0,0,0,1,0,2018,2,6,Bluff,6,1,42003010300,3,2,2-1,40.43677164,-79.97766665
1874,"100 BLOCK INDUSTRY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,2,6,Beltzhoover,3,18,42003562400,5,3,4-16,40.41962698,-80.00589392
1875,"1200 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,2,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42858286,-79.9862132
1876,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2018,2,6,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1877,"3000 BLOCK ASHLYN ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,3,0,Sheraden,2,20,42003562500,5,6,1-16,40.45505753,-80.05563516
1878,"1200 BLOCK POINTVIEW ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,3,0,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46567524,-79.90035197
1879,"1200 BLOCK SMALLMAN ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2018,3,0,Strip District,7,2,42003020300,6,2,2-3,40.44637445,-79.99295573
1880,"DICKSON ST & PLOUGH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46916617,-80.03346672
1881,"DICKSON ST & PLOUGH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46916617,-80.03346672
1882,"BROWNS HILL RD & PARKVIEW BLVD PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,3,0,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.41377992,-79.9227554
1883,"100 BLOCK LACLEDE ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,3,0,Mount Washington,3,18,42003180700,5,3,4-5,40.42380757,-80.00315249
1884,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,3,1,,,,42003563900,,1,,40.41253154,-79.84279604
1885,"200 BLOCK VIRGINIA AVE PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,3,1,Mount Washington,2,19,42003191400,5,3,4-27,40.43081004,-80.0095845
1886,"300 BLOCK S WINEBIDDLE ST PITTSBURGH, PA 15224",1,0,0,0,0,1,2018,3,1,Garfield,9,10,42003101700,2,5,3-4,40.46649842,-79.94250987
1887,"FRANKSTOWN AVE & WILKINSBURG AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,3,1,East Hills,9,13,42003130600,2,5,3-17,40.45815543,-79.8758821
1888,"4700 BLOCK OLD BROWNS HILL RD PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,3,1,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.41282805,-79.92135999
1889,"1700 BLOCK CLIFF ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,3,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.44554432,-79.98660018
1890,"BIRMINGHAM BRG & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,3,2,South Side Flats,3,16,42003160900,3,3,4-24,40.42837065,-79.97361105
1891,"900 BLOCK SAW MILL RUN RD PITTSBURGH, PA 15226",1,0,1,0,0,0,2018,3,2,Duquesne Heights,2,20,42003191100,5,3,4-1,40.42695204,-80.02285675
1892,"5500 BLOCK AVONDALE PL PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,2,Highland Park,7,11,42003110200,2,5,3-9,40.47416921,-79.92827419
1893,"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA",1,0,0,1,0,0,2018,3,2,Arlington,3,16,42003561600,3,3,4-8,40.41684498,-79.97587792
1894,"2600 BLOCK N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,3,2,Perry South,6,26,42003261400,1,1,1-12,40.46815271,-80.01538285
1895,"<100 BLOCK LELIA ST PITTSBURGH, PA 15211",2,0,1,1,0,0,2018,3,2,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.46822776,-79.99978971
1896,"2600 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2018,3,2,South Side Flats,3,16,42003160900,3,3,4-24,40.42727897,-79.96824219
1897,"COLORADO ST & HALSEY PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,2,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.46403344,-80.03141267
1898,"1200 BLOCK GLENN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,3,3,,,,42003561500,,OSC,3-20,40.44404932,-79.87464473
1899,"500 BLOCK N FAIRMOUNT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,3,Garfield,9,11,42003111400,2,5,3-4,40.46854694,-79.93211354
1900,"100 BLOCK AUBURN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,3,,,,,,5,,,
1901,"1000 BLOCK HERSCHEL ST PITTSBURGH, PA 15220",8,0,3,0,5,0,2018,3,3,Elliott,2,20,42003562600,5,6,1-17,40.44169027,-80.04438756
1902,"3000 BLOCK LIBERTY AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,3,3,Polish Hill,7,6,42003060500,6,2,3-2,40.45836343,-79.97142626
1903,"<100 BLOCK AZIMUTH CT PITTSBURGH, PA 15206",2,0,1,1,0,0,2018,3,3,Highland Park,7,11,42003110200,2,5,3-9,40.47671523,-79.92113422
1904,"4500 BLOCK BROWNS HILL RD PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,3,3,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.41760696,-79.92593905
1905,"200 BLOCK ADDISON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,3,3,Terrace Village,6,5,42003051100,3,2,2-1,40.44210282,-79.9767087
1906,"300 BLOCK W ELIZABETH ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,3,3,Hazelwood,5,15,42003562900,3,4,2-13,40.40656849,-79.94721208
1907,"300 BLOCK SERVICE WAY PITTSBURGH, PA 15201",1,0,1,0,0,0,2018,3,3,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.46959015,-79.95645149
1908,"2800 BLOCK FREDERICK ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46992175,-80.0297088
1909,"800 BLOCK VINIAL ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,3,4,Troy Hill,1,24,42003240600,1,1,1-5,40.4570885,-79.99171799
1910,"200 BLOCK PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,3,4,Northview Heights,1,26,42003260900,1,1,1-13,40.47464732,-80.00216204
1911,"6000 BLOCK STANTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,3,4,,,,,,5,,,
1912,"3000 BLOCK WADLOW ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2018,3,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4719862,-80.02934502
1913,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2018,3,4,Hazelwood,5,15,42003562300,3,4,2-13,40.40647169,-79.93972287
1914,"1900 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,3,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.44514723,-79.98311623
1915,"3200 BLOCK WARD ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2018,3,4,,,,,,4,,,
1916,"3300 BLOCK EASTMONT AVE PITTSBURGH , PA 15216",3,0,3,0,0,0,2018,3,4,,,,,,OSC,,,
1917,"N FRANKLIN ST & FULTON ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2018,3,4,Manchester,6,21,42003210700,1,1,1-8,40.45618534,-80.02536868
1918,"900 BLOCK MEMORY LN PITTSBURGH, PA 15219",3,0,2,0,0,1,2018,3,4,Bedford Dwellings,6,5,42003050900,3,2,2-1,40.44906125,-79.98090554
1919,"700 BLOCK ALLEGHENY AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2018,3,5,Allegheny West,1,22,42003562700,1,1,1-8,40.44971488,-80.01831096
1920,"WEST END CIR RAMP & WEST END CIR PITTSBURGH, PA 15220",1,0,1,0,0,0,2018,3,5,,,,,,6,,,
1921,"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,3,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.46275881,-80.02989917
1922,"ARLINGTON AVE & P J MC ARDLE RDWY PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,3,5,South Side Slopes,3,18,42003170600,3,3,4-2,40.42902823,-79.99833231
1923,"4600 BLOCK CARROLL ST PITTSBURGH, PA 15224",1,0,0,0,1,0,2018,3,5,Bloomfield,7,9,42003090300,2,5,3-6,40.46515459,-79.94964583
1924,"N HOMEWOOD AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,3,6,Homewood South,9,13,42003130300,2,5,3-17,40.45740466,-79.89630115
1925,"400 BLOCK VENTURE ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,3,6,Perry North,1,26,42003260700,1,1,1-15,40.48533588,-80.0118911
1926,"700 BLOCK HARGROVE ST PITTSBURGH, PA 15226",1,0,0,1,0,0,2018,3,6,Mount Washington,4,19,42003191500,5,3,4-28,40.41448505,-80.01292496
1927,"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,3,6,Homewood South,9,13,42003130300,2,5,3-17,40.45740466,-79.89630115
1928,"4400 BLOCK BUTLER ST PITTSBURGH, PA 15201",2,0,0,1,0,1,2018,3,6,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.47138951,-79.95946886
1929,"7700 BLOCK MULFORD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,3,6,Homewood South,9,13,42003130400,2,5,3-17,40.45195703,-79.88947294
1930,"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,3,6,Beechview,4,19,42003192000,5,6,4-28,40.40253987,-80.03215002
1931,"100 BLOCK FOUNTAIN ST PITTSBURGH, PA 15212",3,0,2,1,0,0,2018,3,6,Fineview,1,25,42003250900,1,1,1-10,40.4587586,-80.00193041
1932,"6200 BLOCK MEADOW ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,3,6,,,,,,5,,,
1933,"400 BLOCK IBERIA ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2018,3,6,,,,,,3,,,
1934,"600 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,3,6,,,,,,6,,,
1935,"S 15TH ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,4,0,South Side Flats,3,17,42003170200,3,3,4-24,40.42882314,-79.98342824
1936,"3100 BLOCK CORDELL PL PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,4,0,Arlington Heights,3,16,42003561600,3,3,4-8,40.41771717,-79.96345297
1937,"FORBES AVE & BOYD ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,4,0,Bluff,6,1,42003010300,6,2,2-4,40.43802509,-79.9933245
1938,"E CHESTER ST & LEMINGTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,4,0,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.47062506,-79.89755337
1939,"1800 BLOCK WEST ST HOMESTEAD, PA 15120",1,0,1,0,0,0,2018,4,0,,,,42003484600,,OSC,,40.39982854,-79.90593182
