_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
1623,"2400 BLOCK RED OAK DR PITTSBURGH, PA 15220",1,0,1,0,0,0,2017,9,4,,,,,,6,,,
1624,"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,9,5,Beechview,4,19,42003192000,5,6,4-26,40.39919261,-80.02549676
1625,"MADISON AVE & VISTA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,9,5,East Allegheny,1,23,42003563200,1,1,1-5,40.45817812,-79.99814773
1626,"S 22ND ST & CAREY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,5,South Side Flats,3,16,42003160900,3,3,4-24,40.42795315,-79.97468782
1627,"1900 BLOCK WHARTON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,5,,,,,,3,,,
1628,"LEY ST & COWLEY ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,9,5,Troy Hill,1,24,42003240600,1,1,1-2,40.46569374,-79.98191436
1629,"2600 BLOCK SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,5,South Side Flats,3,16,42003160900,3,3,4-24,40.42831572,-79.96794378
1630,"600 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,9,5,Homewood South,9,13,42003130400,2,5,3-17,40.45319681,-79.89109126
1631,"2300 BLOCK MISSION ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2017,9,5,South Side Slopes,3,16,42003160800,3,3,4-22,40.4230255,-79.97373384
1632,"WASHINGTON PL & CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,5,Central Business District,6,3,42003020100,6,2,2-4,40.44047597,-79.99153357
1633,"400 BLOCK DAYTONA ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2017,9,5,Knoxville,3,30,42003300100,5,3,4-7,40.41087774,-79.99489864
1634,"2000 BLOCK TUSTIN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,5,Bluff,6,1,42003010300,3,2,2-1,40.43677164,-79.97766665
1635,"1700 BLOCK CAREY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,5,South Side Flats,3,17,42003170200,3,3,4-24,40.42837788,-79.98206553
1636,"900 BLOCK FREELAND ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,9,5,Allentown,3,18,42003180300,5,3,4-6,40.41920812,-79.99070772
1637,"2200 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.42725506,-79.97459941
1638,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,9,6,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1639,"KIRKPATRICK ST & CENTRE AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,9,6,Middle Hill,6,5,42003050100,3,2,2-1,40.44531423,-79.97623888
1640,"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2017,9,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44942565,-79.97558894
1641,"7100 BLOCK LEMINGTON AVE PITTSBURGH, PA 15206",1,0,0,0,0,1,2017,9,6,,,,,,5,,,
1642,"1900 BLOCK CAREY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42819699,-79.97915016
1643,"KELLY ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2017,9,6,Homewood South,9,13,42003130300,2,5,3-17,40.45553433,-79.89702703
1644,"100 BLOCK PUTNAM ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,9,6,,,,,,5,,,
1645,"200 BLOCK HILLSIDE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,6,,,,,,2,,,
1646,"CENTRE AVE & KIRKPATRICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,6,Middle Hill,6,5,42003050100,3,2,2-1,40.44531423,-79.97623888
1647,"3200 BLOCK HUXLEY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,9,6,,,,,,6,,,
1648,"1300 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42861494,-79.98517843
1649,"4900 BLOCK DEARBORN ST PITTSBURGH, PA 15224",3,0,1,0,2,0,2017,9,6,Garfield,9,10,42003101700,2,5,3-4,40.46605123,-79.94503719
1650,"200 BLOCK SUNCREST ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,9,6,Knoxville,3,30,42003300100,5,3,4-7,40.41041306,-79.99039005
1651,"5500 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,9,6,Friendship,9,8,42003080700,2,5,3-23,40.46395888,-79.93238749
1652,"400 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,0,South Shore,2,19,42003980700,5,3,4-2,40.43557811,-80.0089185
1653,"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,0,Middle Hill,6,5,42003050100,3,2,2-5,40.44961434,-79.974274
1654,"100 BLOCK PERRY VIEW AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,10,0,Perry North,1,26,42003260200,1,1,1-15,40.49472601,-80.0239579
1655,"2000 BLOCK LEY ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,10,0,Troy Hill,1,24,42003240600,1,1,1-2,40.46785042,-79.98034065
1656,"LEY ST & ROESSLER ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,10,0,Troy Hill,1,24,42003240600,1,1,1-2,40.46937607,-79.97913208
1657,"400 BLOCK ORCHARD PL PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,0,Knoxville,3,30,42003300100,5,3,4-21,40.41774809,-79.99555994
1658,"SOUTH SIDE AVE & LUELLA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,10,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.47000839,-79.99774127
1659,"400 BLOCK CHARLES ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,1,Knoxville,3,30,42003300100,5,3,4-21,40.41629956,-79.99530641
1660,"3800 BLOCK CHARTIERS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,10,1,Windgap,2,28,42003563000,5,6,1-16,40.45827859,-80.07547123
1661,"GRANT ST & 4TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,2,Central Business District,6,1,42003020100,6,2,1-4,40.43805054,-79.99770249
1662,"100 BLOCK KNOX AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,2,Knoxville,3,30,42003300100,5,3,4-6,40.41557251,-79.99058775
1663,"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,2,0,0,0,2017,10,2,,,,,,1,,,
1664,"200 BLOCK CAIRO ST PITTSBURGH, PA 15211",1,0,0,0,0,1,2017,10,2,Mount Washington,2,19,42003191400,5,3,4-27,40.42621155,-80.01317825
1665,"1700 BLOCK RIVERSIDE ST PITTSBURGH, PA 15219",1,0,0,0,0,1,2017,10,2,,,,,,3,,,
1666,"BUENTE ST & RHINE ST PITTSBURGH, PA 15212",2,0,1,1,0,0,2017,10,3,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.46636065,-79.99381144
1667,"600 BLOCK MERCER ST PITTSBURGH, PA 15145",1,0,0,0,1,0,2017,10,3,,,,42003509400,,OSC,,40.40996577,-79.81684827
1668,"3100 BLOCK BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2017,10,3,Banksville,2,20,42003202300,5,6,4-9,40.40107725,-80.04345424
1669,"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",3,0,2,0,1,0,2017,10,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47041132,-80.03196305
1670,"500 BLOCK LARIMER AVE TURTLE CREEK, PA 15145",2,0,2,0,0,0,2017,10,3,,,,42003509400,,OSC,,40.41038062,-79.82564719
1671,"3400 BLOCK ALLENDALE ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,10,3,Sheraden,2,20,42003202200,5,6,1-16,40.45786191,-80.06340763
1672,"WEBSTER AVE & FRANCIS ST PITTSBURGH, PA 15219",1,0,0,0,1,0,2017,10,3,Bedford Dwellings,6,5,42003050100,3,2,2-5,40.45080158,-79.96975692
1673,"600 BLOCK BELINDA ST PITTSBURGH, PA 15219",1,0,0,0,1,0,2017,10,3,Middle Hill,6,5,42003050100,3,2,2-5,40.44614681,-79.97638674
1674,"600 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,10,3,Glen Hazel,5,15,42003562300,3,4,2-13,40.40487387,-79.93495595
1675,"HAMILTON AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,10,4,Homewood South,9,13,42003130400,2,5,3-17,40.45273333,-79.88919374
1676,"7200 BLOCK THOMAS BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,10,4,Point Breeze North,9,14,42003140500,2,4,3-14,40.45091392,-79.90006071
1677,"2100 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,4,Bluff,6,4,42003010300,3,2,2-1,40.4378942,-79.9757121
1678,"2000 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,4,Bluff,6,1,42003010300,3,2,2-1,40.43801069,-79.97753291
1679,"1900 BLOCK WOODVILLE AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2017,10,4,West End,2,20,42003562600,5,6,1-17,40.43372541,-80.03140924
1680,"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2017,10,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833,-79.97383971
1681,"ROCHELLE ST & GRIMES AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,Knoxville,3,30,42003300100,5,3,4-6,40.41504793,-79.99301874
1682,"200 BLOCK HELEN WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,,,,,,3,,,
1683,"2400 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,Carrick,4,29,42003290400,3,3,4-23,40.3869346,-79.98355576
1684,"8000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,10,5,East Hills,9,13,42003130600,2,5,3-17,40.45526062,-79.88458686
1685,"FRANKSTOWN AVE & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,10,5,Homewood South,9,13,42003130300,2,5,3-17,40.45791375,-79.89853167
1686,"S 18TH ST & SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,10,5,South Side Flats,3,17,42003170200,3,3,4-24,40.42968686,-79.98047174
1687,"3800 BLOCK BONAVENTURE WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,10,5,Brighton Heights,1,27,42003270100,1,1,1-14,40.48393093,-80.04075819
1688,"AMANDA AVE & BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,Knoxville,,30,42003481000,5,3,4-7,40.41444221,-79.98804191
1689,"7TH AVE & GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,5,Central Business District,6,2,42003020100,6,2,1-3,40.44216497,-79.99496174
1690,"5700 BLOCK BRYANT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,10,5,Highland Park,7,11,42003110200,2,5,3-9,40.4759853,-79.92114133
1691,"600 BLOCK PRESSLEY ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,10,6,East Allegheny,1,23,42003563200,1,1,1-20,40.45221882,-79.99867967
1692,"7400 BLOCK PENN AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2017,10,6,Point Breeze,9,14,42003140600,3,4,3-14,40.44814133,-79.89817444
1693,"7000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,10,6,Homewood South,9,13,42003130300,2,5,3-17,40.45848182,-79.90108761
1694,"S 18TH ST & SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,10,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42968686,-79.98047174
1695,"TERRACE ST & DARRAGH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2017,11,0,West Oakland,8,4,42003040200,3,4,2-10,40.44196763,-79.96283999
1696,"3900 BLOCK HIAWATHA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,0,,,,,,1,,,
1697,"ESSEN ST & PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,11,0,Spring Hill-City View,1,26,42003260900,1,1,1-13,40.4732084,-80.002871
1698,"SUSQUEHANNA ST & CLAWSON ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,11,1,Homewood South,9,13,42003130300,2,5,3-17,40.45410009,-79.89896104
1699,"EAST OHIO ST RAMP & N CANAL ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,11,1,,,,,,1,,,
1700,"7300 BLOCK RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,11,1,Homewood North,9,13,42003130200,2,5,3-17,40.45813239,-79.89350679
1701,"DURANGO WAY & BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,11,1,Homewood South,9,13,42003130400,2,5,3-17,40.45473398,-79.88902715
1702,"PENN AVE & S TRENTON WILKINSBURG, PA 15221",1,0,1,0,0,0,2017,11,1,,,,42003560400,,OSC,3-16,40.44587,-79.8913176
1703,"WOODLAND AVE & PLOUGH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46848871,-80.03325323
1704,"700 BLOCK ALLEGHENY AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2017,11,1,Allegheny West,1,22,42003562700,1,1,1-8,40.44971488,-80.01831096
1705,"300 BLOCK COPPERFIELD AVE PITTSBURGH, PA 15210",1,0,0,0,1,0,2017,11,1,Carrick,4,29,42003290100,3,3,4-23,40.39508167,-79.99133364
1706,"6200 BLOCK PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,11,1,,,,,,5,,,
1707,"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2017,11,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47041132,-80.03196305
1708,"400 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2017,11,2,Hazelwood,5,15,42003562300,3,4,2-13,40.41211319,-79.93797908
1709,"3500 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4793935,-80.03417251
1710,"WRIGHTS WAY & S 21ST ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,11,2,South Side Flats,3,17,42003170200,3,3,4-24,40.42898482,-79.97622469
1711,"200 BLOCK CHALFONT ST PITTSBURGH, PA 15210",2,0,1,1,0,0,2017,11,2,Beltzhoover,3,18,42003562400,5,3,4-16,40.41640115,-80.00373277
1712,"S 17TH ST & WRIGHTS WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,11,3,South Side Flats,3,17,42003170200,3,3,4-24,40.42932783,-79.98200046
1713,"N LANG AVE & FOREST WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,11,3,Homewood North,9,13,42003130100,2,5,3-17,40.4583542,-79.89836057
1714,"800 BLOCK RIDGE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,3,Allegheny West,1,22,42003562700,1,1,1-7,40.45060421,-80.01345607
1715,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,3,Fineview,6,25,42003250900,1,1,1-10,40.46031055,-80.00698339
1716,"CENTRE AVE & ERIN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,11,3,Middle Hill,6,5,42003050100,3,2,2-1,40.44435058,-79.9789026
1717,"900 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,11,3,Duquesne Heights,2,20,42003191100,5,3,4-1,40.42695204,-80.02285675
1718,"2500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,11,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.45044537,-79.97283254
1719,"3300 BLOCK ORLEANS ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,11,3,Perry North,1,26,42003260700,1,1,1-15,40.48036261,-80.0114628
1720,"SARAH ST & S 11TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,11,3,South Side Flats,3,17,42003170200,3,3,4-24,40.42771869,-79.98750405
1721,"1000 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2017,11,3,,,,,,1,,,
1722,"200 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,11,3,Northview Heights,1,26,42003261200,1,1,1-15,40.48282675,-80.00530877
1723,"2500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",4,0,4,0,0,0,2017,11,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.45044537,-79.97283254
1724,"5200 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2017,11,4,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.47941212,-79.95265724
1725,"1800 BLOCK HELDMAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,11,4,,,,,,2,,,
1726,"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,11,4,Beechview,4,19,42003192000,5,6,4-26,40.39919261,-80.02549676
1727,"700 BLOCK WILKINSBURG AVE PITTSBURGH, PA 15221",1,0,0,0,0,1,2017,11,4,East Hills,9,13,42003130600,2,5,3-17,40.45490888,-79.8759517
1728,"2200 BLOCK RHINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,4,,,,,,1,,,
1729,"INDUSTRY ST & ESTELLA AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,11,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.42062676,-80.00050922
1730,"WEBSTER AVE & ERIN ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,11,4,Middle Hill,6,5,42003050100,3,2,2-1,40.4463207,-79.98032808
1731,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,11,5,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1732,"<100 BLOCK ALMEDA ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2017,11,5,Hazelwood,5,15,42003562300,3,4,2-13,40.40293417,-79.941869
1733,"PAULSON AVE & DEAN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,11,5,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46798182,-79.9035541
1734,"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,11,5,Larimer,9,12,42003120800,2,5,3-10,40.45899245,-79.91426572
1735,"5TH AVE & LIBERTY AVE PITTSBURGH, PA 15222",1,0,0,1,0,0,2017,11,5,Central Business District,6,2,42003020100,6,2,1-3,40.44169648,-80.00270361
1736,"<100 BLOCK STEINE ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2017,11,6,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.46528073,-79.99280859
1737,"100 BLOCK 9TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2017,11,6,,,,,,2,,,
1738,"BENNETT ST & N DALLAS AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2017,11,6,Homewood West,9,12,42003120700,2,5,3-17,40.45801681,-79.90408444
1739,"300 BLOCK N CRAIG ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2017,11,6,North Oakland,8,4,42003040400,3,4,2-9,40.44556752,-79.94914618
1740,"BLOCK MON WHARF PARKING LOT PITTSBURGH, PA 15222",1,0,0,1,0,0,2017,11,6,,,,,,2,,,
1741,"100 BLOCK ROCHELLE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,12,0,Knoxville,3,30,42003300100,5,3,4-6,40.41517507,-79.98811009
1742,"S 18TH ST & WRIGHTS WAY PITTSBURGH, PA 15203",2,0,2,0,0,0,2017,12,0,South Side Flats,3,17,42003170200,3,3,4-24,40.42923634,-79.98051703
1743,"5300 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,0,,,,,,5,,,
1744,"300 BLOCK VENTURE ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,12,1,Perry North,1,26,42003260700,1,1,1-15,40.48530894,-80.01441893
1745,"500 BLOCK MARTINDALE (LOT RED 7D) ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,12,1,,,,,,1,,,
1746,"PENN AVE & S BRADDOCK AVE PITTSBURGH, PA 15221",1,0,0,0,0,1,2017,12,1,Point Breeze,9,14,42003140600,3,4,3-14,40.44714067,-79.89516499
1747,"2700 BLOCK VETERAN ST PITTSBURGH, PA 15214",3,0,1,0,1,1,2017,12,1,Perry South,6,26,42003261500,1,1,1-23,40.47264743,-80.00938542
1748,"500 BLOCK BROOKLINE BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,12,1,Brookline,4,19,42003191900,5,6,4-26,40.39622106,-80.02363456
1749,"MIDDLE ST & EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,12,2,East Allegheny,1,23,42003563200,1,1,1-6,40.45376017,-79.99916241
1750,"500 BLOCK SHERWOOD AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,12,2,Sheraden,2,20,42003562500,5,6,1-16,40.4557429,-80.05296125
1751,"OAKWOOD ST & KELLY ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,12,2,Homewood South,9,13,42003130400,2,5,3-17,40.45288875,-79.88531762
1752,"MERWYN AVE & NARCISSUS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,12,2,Sheraden,2,20,42003562500,5,6,1-16,40.4549516,-80.04993252
1753,"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,12,2,Overbrook,4,32,42003320400,5,3,4-23,40.39115347,-79.99427292
1754,"LENORA ST & JOSEPH ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,12,2,Larimer,9,12,42003120400,2,5,3-12,40.46763783,-79.91209071
1755,"SAW MILL RUN BLVD & BAUSMAN ST PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,12,2,Bon Air,4,18,42003562400,5,3,4-18,40.41106074,-80.00610404
1756,"1600 BLOCK CLARKTON ST PITTSBURGH, PA 15204",1,0,0,0,0,1,2017,12,3,Windgap,2,28,42003563000,5,6,1-16,40.45936737,-80.07596477
1757,"400 BLOCK MAYVILLE AVE PITTSBURGH, PA 15226",3,0,1,1,1,0,2017,12,3,Brookline,4,19,42003191700,5,6,4-26,40.4017079,-80.01533562
1758,"600 BLOCK NOBLESTOWN RD PITTSBURGH, PA 15220",1,0,1,0,0,0,2017,12,3,Elliott,2,20,42003562600,5,6,1-17,40.43723613,-80.03966593
1759,"1100 BLOCK TWEED ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2017,12,4,Sheraden,2,20,42003202200,5,6,1-16,40.45600275,-80.06327857
1760,"7400 BLOCK MT VERNON ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,12,4,Homewood North,9,13,42003130100,2,5,3-17,40.46010309,-79.89041943
1761,"7200 BLOCK EVERTON ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2017,12,4,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.46302465,-79.89277482
1762,"PENN AVE & BRADDOCK AVE PITTSBURGH, PA",2,0,2,0,0,0,2017,12,4,Point Breeze,9,14,42003140600,3,4,3-14,40.44714067,-79.89516499
1763,"BLOCK MCU OFFICE PITTSBURGH, PA",1,0,1,0,0,0,2017,12,4,,,,,,1,,,
1764,"7900 BLOCK TACOMA ST PITTSBURGH, PA 15208",8,0,3,4,1,0,2017,12,4,Homewood South,9,13,42003130400,2,5,3-17,40.45080413,-79.88636732
1765,"5TH AVE & FORMOSA WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,12,4,Larimer,9,12,42003120700,2,5,3-17,40.45770112,-79.90876522
1766,"400 BLOCK WILLIAM ST PITTSBURGH, PA",1,0,1,0,0,0,2017,12,4,,,,,,OSC,,,
1767,"WESTERN AVE & BIDWELL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2017,12,4,Chateau,6,21,42003980600,1,1,1-8,40.45130702,-80.02007392
1768,"7TH ST & FORT DUQUESNE BLVD PITTSBURGH, PA 15222",1,0,1,0,0,0,2017,12,4,Central Business District,6,2,42003020100,6,2,1-3,40.44463338,-80.00086726
1769,"5000 BLOCK KINCAID ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,4,Garfield,9,10,42003101700,2,5,3-4,40.46736059,-79.94353115
1770,"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15208",2,0,1,1,0,0,2017,12,5,Homewood South,9,13,42003130400,2,5,3-17,40.45462981,-79.888441
1771,"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,12,5,Homewood South,9,13,42003130400,2,5,3-17,40.45462981,-79.888441
1772,"900 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,12,5,Duquesne Heights,2,20,42003191100,5,3,4-1,40.42695204,-80.02285675
1773,"BAUSMAN ST & KNOX AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2017,12,5,Knoxville,3,30,42003300100,5,3,4-7,40.4143736,-79.99051843
1774,"LARIMER AVE & AUBURN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2017,12,5,Larimer,9,12,42003120800,2,5,3-10,40.46386735,-79.91677277
1775,"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,12,5,East Hills,9,13,42003130600,2,5,3-19,40.45661624,-79.87132859
1776,"200 BLOCK RADCLIFFE ST PITTSBURGH, PA 15204",1,0,0,0,1,0,2017,12,5,Esplen,2,20,42003562500,5,6,1-27,40.46282663,-80.0554393
1777,"7000 BLOCK MT VERNON ST PITTSBURGH, PA 15208",2,0,1,1,0,0,2017,12,5,Homewood North,9,13,42003130100,2,5,3-18,40.46252977,-79.89951875
1778,"5200 BLOCK BAUM BLVD PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,12,5,Bloomfield,7,8,42003080400,2,5,3-1,40.45559284,-79.94156103
1779,"CENTRE AVE & EWART DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,12,6,Terrace Village,6,5,42003050600,3,2,2-22,40.44874797,-79.96157799
1780,"1200 BLOCK BRINTELL ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2017,12,6,,,,,,5,,,
1781,"1300 BLOCK FEDERAL STN PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,12,6,Central Northside,1,22,42003220600,1,1,1-6,40.45673942,-80.00687647
